date,age_of_inventory,total_new_listings,total_active_listings,inventory,total_homes_sold,total_homes_sold_with_price_drops,average_sale_to_list_ratio,percent_homes_sold_with_price_drops,homes_delisted,median_new_listing_price,median_days_on_market,median_days_to_close,median_sale_price,months_of_supply,pending_sales,percent_off_market_in_two_weeks,percent_homes_sold_above_list,price_drops
2018-04-30,89.0,982.8,18671.0,17728.6,656.6,232.4,0.9547975260890749,0.35526607778941305,338.4,345412.1,65.7,34.8,289190.0,28.763142195993943,404.0,0.2814546704496942,0.0953254489584753,646.2
2018-05-31,93.5,928.25,18368.75,17513.0,639.0,227.5,0.9551713701187117,0.35661852130273675,335.75,348112.5,61.5,35.25,292612.5,28.912240215896613,342.0,0.29371941186350403,0.10537827067779083,586.75
2018-06-30,94.75,931.0,18180.0,17323.25,676.25,248.0,0.9531425605976713,0.366900183770125,328.75,336000.0,60.625,36.25,303749.875,27.285054892258643,347.0,0.3283196200602894,0.09125861233709115,613.25
2018-07-31,95.6,906.0,18105.6,17317.0,592.6,212.8,0.9508537206245512,0.36066065720919244,305.6,341000.0,61.7,35.6,295000.0,31.175983951078514,326.4,0.30271692398331695,0.08896388765639454,563.6
2018-08-31,96.5,958.75,18248.0,17429.25,582.5,204.0,0.9553426728814399,0.35114236503995855,305.0,332450.0,59.25,34.25,291628.25,32.27933093363949,344.5,0.2888719602799671,0.10343061191509237,607.25
2018-09-30,96.75,969.75,18595.5,17836.75,550.25,204.75,0.9553818913593705,0.3726780483517031,286.75,340725.0,60.25,33.25,294375.0,34.91130865876448,316.5,0.2931143276641747,0.10072489678862635,639.75
2018-10-31,94.0,1011.8,19275.0,18510.2,550.6,199.4,0.9516610237976588,0.36111371009790705,283.4,344588.0,57.9,33.4,292580.0,35.595297524168735,319.0,0.26624583996763074,0.08363345120505641,750.0
2018-11-30,93.75,864.25,19564.0,18870.5,502.5,184.0,0.9554038505766865,0.3674208050938821,267.75,350000.0,59.875,32.375,292200.0,41.02785267017737,278.0,0.2526130854205654,0.08546711949486302,664.5
2018-12-31,99.4,718.8,19661.8,19029.6,486.0,207.6,0.9537684880277727,0.4277600948944662,277.0,337250.0,66.6,32.4,291200.0,43.957616625718124,219.0,0.2033776638390492,0.08508078140736061,517.4
2019-01-31,103.25,1110.25,20271.25,19467.0,426.5,167.0,0.949398137848513,0.3919523775267754,322.5,348350.0,71.5,34.75,287475.0,49.130742062985334,292.75,0.2443547199994508,0.08145690647573045,782.25
2019-02-28,102.5,1049.5,20611.25,19707.25,494.0,198.5,0.9517064974250273,0.40278824153275833,331.75,354225.0,76.125,30.0,295812.5,43.70825190012274,348.0,0.2841725370100598,0.08625636251041086,771.75
2019-03-31,98.0,983.25,20371.75,19443.5,590.0,242.5,0.9536702306727773,0.41205812489447935,335.75,343749.875,74.625,31.5,303143.75,35.12495198251873,363.0,0.26551193934752715,0.07102654974370498,725.5
2019-04-30,93.6,968.8,19998.6,19057.8,644.8,262.8,0.9522050703989287,0.4075109390967414,331.6,354290.0,71.1,33.2,305100.0,31.740034891291792,392.8,0.2872333192316245,0.08000301571401508,718.4
2019-05-31,99.25,896.5,19498.0,18627.5,653.75,273.0,0.9531944337380716,0.41796461833906273,301.75,354425.0,71.0,34.75,305875.0,30.027505613124518,379.25,0.27039436473347184,0.08680479616030355,668.75
2019-06-30,102.5,866.75,19114.25,18269.0,667.25,267.75,0.9549308080896001,0.3993069329663672,302.0,351962.375,65.5,36.0,318750.0,29.068129585177243,350.5,0.29113973005375715,0.08525776086798942,627.75
2019-07-31,107.2,844.8,18725.2,17932.4,598.6,243.0,0.9528419254869991,0.4079396562119283,295.2,343560.0,66.8,36.2,315000.0,31.845007335374817,327.4,0.28564112165758193,0.08391768309573408,569.2
2019-08-31,107.5,836.0,18436.0,17680.75,579.5,219.0,0.9552032903791244,0.37870336253600717,279.5,338400.0,63.75,35.5,306959.375,32.37487996565281,301.75,0.3200649947922349,0.09593555806591993,551.25
2019-09-30,105.8,889.2,18497.2,17832.8,561.0,215.4,0.9552426886342914,0.3849502696393229,258.4,350660.0,69.4,35.8,309200.0,34.13039741663387,251.4,0.28544297900823823,0.07794004839995924,620.8
2019-10-31,100.75,923.5,19052.5,18355.0,576.0,213.75,0.9533601870381344,0.37024626836759345,263.25,360000.0,72.125,28.5,309987.5,33.61309378384479,273.75,0.21316362490020913,0.08662093704827847,591.5
2019-11-30,98.5,820.5,19202.25,18481.5,527.0,200.75,0.955639706209038,0.3813553599120348,239.25,353237.5,74.875,22.875,312125.0,36.90338406813967,295.5,0.22417932972919424,0.08996427968247728,579.5
2019-12-31,102.8,624.6,18672.0,17980.4,550.0,208.2,0.9519528021884621,0.37836359049391033,286.8,359599.9,76.2,22.7,311600.0,34.84935758161717,240.0,0.1375466692066381,0.08875363223776393,422.2
2020-01-31,104.25,1022.0,18555.5,17776.25,484.25,187.25,0.950864185213842,0.3857643732598524,287.0,360975.0,85.0,23.875,307237.5,39.120148468670166,281.0,0.22762117636323026,0.0716646215448204,628.25
2020-02-29,100.75,1000.25,18922.75,18229.5,507.75,198.25,0.9538949494793386,0.38952665241887907,277.5,364000.0,86.875,23.5,317375.0,39.03428070416237,233.5,0.26372038455255037,0.08578438123023645,539.25
2020-03-31,96.0,718.8,19108.0,18372.2,560.2,200.4,0.9546617149395622,0.35870700631921487,270.0,346589.6,83.1,18.6,327800.0,34.32713662869564,282.2,0.21057672841563257,0.08415103974716318,465.0
2020-04-30,101.25,489.5,18003.75,17467.75,396.0,137.75,0.9562530835899958,0.3476611319004565,234.25,353224.75,73.375,25.25,334712.5,46.07642711040831,177.75,0.17428806440756173,0.0985072566572571,323.0
2020-05-31,111.5,730.0,17786.0,17155.0,331.25,119.75,0.9485602519445325,0.3616837832726674,239.75,368222.5,79.375,23.0,326250.0,53.871395940021465,228.0,0.2260583609526528,0.07771725278661423,413.75
2020-06-30,120.0,873.2,17843.0,17036.2,458.4,173.4,0.9513544442612778,0.37891420362317174,281.8,372960.0,91.0,20.4,338200.0,41.05147871317688,289.8,0.2970074318038844,0.08373962025583785,439.6
2020-07-31,116.75,874.75,17600.0,16757.5,616.5,222.75,0.9525866343976831,0.363055737537781,271.25,382450.0,91.75,24.5,340437.5,29.471378498863853,322.0,0.2806203750977895,0.08869643917565173,420.0
2020-08-31,94.6,892.0,17224.6,16405.0,644.6,220.8,0.955871235158891,0.34390156752025963,258.8,380590.0,88.0,25.6,353880.0,26.985140697672488,347.0,0.2898561020988426,0.09716617055640045,428.2
2020-09-30,91.0,901.75,17088.75,16260.5,630.25,188.0,0.954376170650513,0.2963204482098317,238.5,383500.0,75.875,24.25,353675.0,28.02965032756441,387.25,0.28300553080764074,0.11405247272730387,421.5
2020-10-31,90.25,888.5,16913.75,16106.25,683.0,213.75,0.9571339576950284,0.31299016214327474,210.0,384962.5,74.25,24.125,344137.5,25.32123280443227,389.25,0.26263558460090086,0.11371072339302982,408.5
2020-11-30,90.4,826.8,16562.0,15808.4,648.6,182.2,0.960200116739775,0.2828792068985383,225.2,394799.9,67.4,24.7,350300.0,26.44361994745944,349.2,0.2659062399131489,0.12709659354907304,373.4
2020-12-31,95.0,625.5,15975.75,15176.5,693.75,192.25,0.9557482260266771,0.27737585844181867,246.25,396225.0,70.875,22.0,363846.25,23.45127614263756,353.5,0.21505031454103543,0.12558032052708443,286.25
2021-01-31,94.75,971.5,15516.75,14619.75,605.25,178.0,0.9539026393209445,0.2926111306466854,252.0,392597.125,77.0,24.5,371250.0,26.423899714726478,402.5,0.2799715869631901,0.1037188966455484,361.25
2021-02-28,86.25,1000.75,15321.0,14360.0,676.5,197.0,0.9561914207956445,0.2925394432097539,254.25,402250.0,76.5,22.5,375000.0,23.20227919361749,446.0,0.31415062079787304,0.10731828217817348,309.5
2021-03-31,71.0,1025.2,14894.6,13798.8,865.8,238.8,0.9576895932716749,0.2757211789199004,255.8,430990.0,77.7,22.8,386750.0,17.31876038955977,558.0,0.30436035757464325,0.11200619685108588,274.4
2021-04-30,68.25,1011.0,14332.5,13247.25,989.5,246.75,0.9631654325365797,0.2503845514379221,240.75,432475.0,68.75,24.875,410625.0,14.762327746756341,578.25,0.28410291054771414,0.14431857825377464,237.5
2021-05-31,65.4,1042.4,13861.6,12793.4,929.4,202.0,0.965952776292309,0.21811397042271655,232.2,438500.0,63.9,26.0,409750.0,15.038426140097432,590.0,0.2990318534584627,0.16178225058771128,237.4
2021-06-30,60.75,1018.0,13574.25,12551.5,999.25,201.75,0.9706526642802931,0.20293212910581734,222.75,435625.0,61.75,25.625,410562.5,13.788684638077708,562.0,0.2837329301597815,0.18556486837456093,239.25
2021-07-31,60.75,973.25,13469.0,12577.75,875.0,162.75,0.9711924282743761,0.18788815536050174,199.0,426000.0,55.25,26.25,413562.5,15.644420900775733,507.5,0.2549262718752737,0.20016869619533967,291.5
2021-08-31,63.2,948.4,13450.8,12503.6,808.6,145.6,0.9709170741643447,0.18101210268199322,226.2,434980.0,54.2,22.8,405739.0,16.859514291135245,542.0,0.2537851827927449,0.19856797999548959,297.2
2021-09-30,65.75,936.0,13403.0,12519.75,759.0,144.25,0.9696592574907495,0.1912534719484428,217.5,431250.0,55.375,24.25,403123.75,18.15447218573036,489.75,0.2560989670710768,0.18939484864103082,299.0
2021-10-31,67.75,911.75,13204.75,12249.75,750.75,144.25,0.9721876576309215,0.19289489641904245,207.75,446825.0,55.25,22.0,404050.0,17.712001539190574,550.25,0.2648222363764462,0.19567119387829823,287.0
2021-11-30,68.6,804.0,12731.2,11845.4,767.4,160.4,0.9701349486920172,0.20992226543329337,211.6,465500.0,56.1,23.4,420038.0,17.14397930735192,469.4,0.24984338379165788,0.18833359394603333,229.4
2021-12-31,74.0,611.5,11779.0,10911.75,821.0,170.25,0.9733751103714449,0.20707572220815332,198.0,465062.5,56.0,19.875,435062.5,14.494577317368451,458.0,0.21322281423405015,0.21028240189275765,154.25
2022-01-31,73.8,932.0,11212.4,10251.0,691.6,140.8,0.9699172404889194,0.20299793630745847,226.6,474000.0,63.3,23.0,436500.0,16.50599651409275,498.2,0.2998525872755409,0.17085631766809742,181.2
2022-02-28,59.0,972.75,10954.5,9913.0,802.75,149.5,0.9759038897820626,0.1877015235463942,194.0,488742.5,58.25,21.875,450500.0,14.114346308246596,599.25,0.3496136395639058,0.21962492453644314,146.75
2022-03-31,51.5,944.25,10514.25,9485.5,938.25,141.25,0.9817877204407043,0.152162635557333,181.25,522717.75,52.5,22.25,467425.0,11.403346937540448,635.75,0.3212741607591221,0.26717097057343997,145.75
2022-04-30,51.0,933.75,10183.0,9270.25,878.25,114.0,0.9858030058932898,0.12972864193206438,170.25,535000.0,46.875,23.75,470450.0,11.713291421380248,580.75,0.3037705300579359,0.2990199228454055,152.75
2022-05-31,47.0,985.2,10453.6,9616.2,780.4,91.2,0.9876649968428446,0.11720864328652034,169.4,539497.7,44.0,22.4,487600.0,13.439673189867872,527.4,0.2783089137385585,0.32785167364264656,242.2
2022-06-30,47.125,1047.0,11278.75,10510.25,728.0,96.5,0.9868414491756559,0.1321266292792774,174.25,534250.0,45.0,23.0,482625.0,15.762823018873899,485.5,0.2710261596124225,0.327099120212334,381.25
2022-07-31,52.75,858.5,12011.25,11289.75,596.25,95.75,0.9802456083442357,0.1595979759992454,181.0,524986.0,42.625,21.75,467437.5,20.427179238125916,436.75,0.21729415185204973,0.276915804634956,410.75
2022-08-31,61.5,799.2,12258.2,11504.6,578.0,123.8,0.9730567526940085,0.2130667748093104,215.4,510687.0,45.4,20.6,459480.0,21.491492324971684,425.8,0.21480100692252604,0.21010501820257121,385.4
2022-09-30,71.0,723.75,12276.25,11595.0,525.5,142.25,0.9681363961676948,0.2704871105412644,197.25,520294.125,50.875,21.375,474975.0,23.646228545049635,355.25,0.22871262031271627,0.18458534372328758,396.75
2022-10-31,75.7,743.0,12403.4,11759.0,517.0,146.0,0.9645594616487696,0.2827047954551742,196.8,528700.0,54.0,22.3,478000.0,23.996959561585633,311.4,0.19458767604766164,0.16481137143805602,443.8
2022-11-30,80.375,638.0,12691.0,12099.0,452.0,138.0,0.9621785275535467,0.30300884539317025,204.0,528031.25,59.5,20.125,469348.125,29.721841097792133,269.75,0.19064658364192047,0.1472408256779439,401.75
2022-12-31,86.75,493.75,12424.5,11815.0,428.75,149.0,0.9608828373038041,0.34750835985423084,241.75,524987.5,58.0,19.125,456250.0,29.40062866413667,237.5,0.1882427606986175,0.11852851244094632,279.25
2023-01-31,90.8,736.0,12387.4,11747.8,347.4,123.6,0.9559529162666006,0.35144598618449785,221.2,530240.0,71.1,20.0,468820.0,36.63500054831282,256.8,0.22590113239240642,0.10672484438354253,394.8
2023-02-28,89.25,753.5,12531.0,11755.25,505.25,168.0,0.9602026294919319,0.33053939865619575,218.25,545500.0,72.125,17.625,477875.0,25.946044474312306,345.25,0.24972527535733743,0.10922248027575562,346.25
2023-03-31,77.5,741.0,12174.0,11381.5,588.5,183.5,0.9632178439968543,0.31392429305722297,216.75,531000.0,66.875,20.25,498750.0,20.954536859100514,367.5,0.27526351232452906,0.13555016589148544,328.75
2023-04-30,76.5,693.25,11688.25,10918.0,595.25,170.0,0.9651592007344973,0.28637451470502473,197.0,552250.0,59.5,20.0,501500.0,19.887631820882426,382.0,0.26495023379711174,0.1562284221826941,282.0
2023-05-31,76.0,728.4,11320.2,10588.6,577.8,164.8,0.9653128712040564,0.2853465656423633,195.4,545380.0,60.4,21.0,509180.0,19.790473374125185,366.4,0.2673509855007568,0.1571316193222687,301.8
2023-06-30,74.5,679.25,10913.0,10185.5,574.25,142.5,0.964900144989074,0.24772144567063195,197.0,541225.0,56.5,19.375,512812.5,19.3317531523296,365.5,0.2625893190440326,0.17693685144927657,289.0
2023-07-31,74.4,702.8,10658.0,10006.8,523.0,140.4,0.9658550755490379,0.2681306633255658,184.0,544890.0,55.7,22.3,520000.0,20.792023713485484,338.0,0.2663761866278209,0.17941401233005425,273.2
2023-08-31,72.25,764.25,10827.25,10153.75,533.0,124.0,0.9669737914730485,0.23115414811582924,176.5,548737.5,50.0,20.875,531272.5,20.528668145151233,366.25,0.29492321987911396,0.1823969115432234,301.25
