date,age_of_inventory,total_new_listings,total_active_listings,inventory,total_homes_sold,total_homes_sold_with_price_drops,average_sale_to_list_ratio,percent_homes_sold_with_price_drops,homes_delisted,median_new_listing_price,median_days_on_market,median_days_to_close,median_sale_price,months_of_supply,pending_sales,percent_off_market_in_two_weeks,percent_homes_sold_above_list,price_drops
2018-10-31,46.6,879.8,9782.8,8786.0,809.8,261.8,0.9914073461947392,0.3210386359029525,231.4,551734.5,19.0,29.6,550240.0,12.257763003410634,665.8,0.39821534100012995,0.2520934438435386,894.2
2018-11-30,57.0,550.25,8427.25,7525.25,766.25,299.5,0.9880663192641945,0.38787114141685153,245.0,523461.875,26.25,31.0,541225.0,11.447081795820603,535.0,0.34598782971119907,0.21784354959757013,544.75
2018-12-31,74.6,338.6,6528.0,5867.2,673.2,295.6,0.9857239851995405,0.44058187996397785,185.8,522834.5,38.4,30.8,526712.3,10.095486109153896,352.2,0.35168592540066446,0.18755589163818057,273.4
2019-01-31,77.25,762.5,6006.0,5181.0,530.75,224.5,0.9842481629974947,0.4249569770053742,74.5,582087.75,44.625,32.25,518311.0,11.651423647908398,555.0,0.5736322069289665,0.18648718055963176,326.0
2019-02-28,59.0,776.75,5672.0,4917.5,716.75,236.25,0.9907841834210798,0.33986267619417987,63.5,587731.25,33.875,29.75,536330.625,8.538676765765828,550.25,0.6176206752136973,0.23390256070421445,230.75
2019-03-31,35.0,1217.0,6550.75,5485.25,777.5,200.5,0.9977681615844086,0.2595105277293003,60.0,599718.5,15.625,29.0,557243.75,8.789208767819558,874.25,0.697338044843211,0.290005676699567,309.5
2019-04-30,30.8,1384.6,7371.8,6194.6,929.8,178.2,1.0036568510920374,0.19175884384376682,74.0,588919.8,8.6,29.4,565150.0,8.087030998893507,1008.6,0.6651004406094405,0.3613784752612533,399.2
2019-05-31,31.0,1414.75,8477.5,7277.5,1078.75,192.0,1.0039128863129003,0.17828954537431266,88.5,586855.375,8.0,29.75,582932.125,7.918276063925598,1047.25,0.640274168766255,0.3796646202602542,548.5
2019-06-30,35.5,1341.75,9056.5,7833.5,1182.25,236.75,1.0033248384921631,0.197426137550466,116.5,566225.0,9.5,30.5,574625.0,7.843799588208438,1031.0,0.5863234159328079,0.3663626043557191,658.25
2019-07-31,43.4,1098.6,8882.6,7767.2,1013.2,255.4,0.9996605527349874,0.25033904126828055,130.6,539895.0,12.3,30.4,562063.0,8.944310992375346,896.2,0.5266484166453503,0.32240800889198723,609.4
2019-08-31,47.0,929.0,8618.5,7582.75,1051.5,301.75,0.9958864263186173,0.2870646078140322,129.25,545675.0,16.25,30.75,552462.5,8.367845026150894,793.75,0.49748465735097536,0.2935589189404397,581.25
2019-09-30,48.4,1041.4,8562.0,7525.0,880.4,268.2,0.9949168683748079,0.3050592523739617,139.6,575194.0,19.6,31.1,535500.0,9.887739153794005,773.2,0.5414097082868743,0.26799631291646797,640.4
2019-10-31,50.75,784.0,7790.0,6754.25,908.5,271.25,0.994802246845788,0.297517464189468,175.5,562268.75,16.75,30.75,563872.0,8.651622145308345,730.0,0.4897770371069166,0.28348658673447147,548.5
2019-11-30,60.75,515.5,6226.25,5321.0,834.75,274.0,0.993792596884383,0.3281226395952486,168.5,542481.25,21.25,31.5,548958.25,7.510554678728186,599.25,0.48179520645117135,0.2600474806710261,273.5
2019-12-31,71.8,375.8,4490.2,3854.4,776.2,273.2,0.99263122083153,0.3508580680310843,116.0,535583.5,28.2,32.0,568415.0,5.946322666387449,403.6,0.4938980971233254,0.24555302756481598,127.0
2020-01-31,65.0,728.75,3970.25,3171.75,566.25,188.75,0.9942773829631129,0.3349710358438648,53.25,591802.75,32.25,33.25,550000.0,7.166311554981094,599.75,0.6781441142756977,0.25195921238952906,124.5
2020-02-29,29.5,970.5,4111.0,3204.0,731.0,160.0,1.0060999042227738,0.2220631844948843,48.25,592475.0,12.75,29.5,568232.5,5.914440135505446,758.0,0.7874839687996089,0.36764402333511204,100.5
2020-03-31,23.6,1101.2,4922.0,4057.6,824.2,94.4,1.0177636165355815,0.1149583836811309,74.8,611250.0,5.8,29.0,589594.5,5.972623618564727,755.8,0.8185933527817312,0.46935185301421056,160.8
2020-04-30,37.0,868.5,5478.75,4678.0,683.0,65.5,1.012548508033639,0.0958174200563114,58.75,598659.125,5.5,32.0,603337.5,8.038678238373594,714.25,0.6132405471948957,0.4630945557900886,219.5
2020-05-31,38.75,1094.5,5938.75,4891.25,711.0,102.25,1.004249996491328,0.1428888536384672,62.5,614980.0,8.25,30.5,570000.0,8.614270937736487,934.25,0.6447430172362236,0.37670299478779934,293.5
2020-06-30,32.7,1175.6,6081.2,4873.6,964.8,166.2,1.0080454267959977,0.17158205647889613,71.0,617865.0,7.4,31.0,607542.0,6.4577033518464955,1049.0,0.6881958306825402,0.4140541134251615,280.8
2020-07-31,30.75,1354.75,6193.75,4908.75,1122.0,186.0,1.012829975065349,0.16595603788727895,79.5,619186.25,6.75,31.0,616250.0,5.563765734772938,1122.5,0.7098035680573136,0.44376403164733885,327.25
2020-08-31,29.2,1377.4,6485.4,5142.8,1150.8,176.4,1.014963430792856,0.1527494576427294,92.4,614324.4,6.6,31.4,624700.0,5.669713741675176,1174.4,0.7337312741672034,0.4688476720320196,356.6
2020-09-30,30.75,1318.25,6488.0,5189.5,1233.5,187.0,1.0162044083237112,0.15181380235837577,112.0,627500.0,6.25,32.25,637737.5,5.358509286385557,1120.75,0.7121441458747739,0.483481528521761,390.75
2020-10-31,35.0,1085.25,6031.5,4813.75,1252.5,190.25,1.0168529108165985,0.15182628740450688,121.75,618453.0,6.5,31.75,628932.5,4.872097961232879,1039.5,0.6984006249921233,0.4807016368485244,354.25
2020-11-30,45.6,738.2,4839.4,3871.4,1052.4,188.0,1.0162888599068243,0.17705993366638742,135.4,612890.0,6.6,32.6,626867.7,4.667512332921186,768.6,0.6568705986243835,0.47214483929791184,213.0
2020-12-31,59.25,454.0,3437.75,2721.75,889.25,161.75,1.0167719528859922,0.1809103180701837,93.25,628004.375,7.5,33.25,618809.75,3.8891489869926703,563.0,0.6681379637514248,0.44091318112412164,101.75
2021-01-31,47.0,813.0,3180.0,2350.75,715.25,138.0,1.0188650177454726,0.19231940707081996,56.25,647286.25,7.5,34.5,619625.0,4.488969129144832,693.5,0.7829923070723572,0.45539879511157466,100.75
2021-02-28,25.25,934.25,3107.25,2160.75,776.75,100.75,1.0403958800756405,0.1314293806142024,46.0,676743.75,6.25,31.0,652497.5,4.1933151694501065,842.5,0.8654338856688844,0.5384947216786056,78.5
2021-03-31,16.2,1224.4,3614.4,2435.6,953.6,73.0,1.0643666421634106,0.07765093616237868,43.8,682577.8,5.4,29.4,699010.0,3.8142372140698457,1100.4,0.8925881341384236,0.6157954092944713,161.6
2021-04-30,14.25,1370.25,3987.0,2703.0,1142.0,66.25,1.0756415101238916,0.0578327130314879,46.75,709097.5,5.0,30.0,712596.875,3.5352345678432053,1211.0,0.8811683435541361,0.6744516544306283,115.0
2021-05-31,14.0,1455.0,4427.2,3096.0,1225.2,74.6,1.07717370122398,0.06045961039281596,59.8,703859.9,5.0,29.8,732650.5,3.654489884644172,1251.4,0.8581075635663898,0.6834279699328328,144.4
2021-06-30,18.0,1283.0,4705.25,3310.0,1376.25,94.5,1.0687105430124513,0.06853120709430473,61.25,697487.5,5.5,30.25,738875.0,3.4515196897844396,1317.5,0.8410351059202648,0.6760835274561936,171.25
2021-07-31,17.0,1415.75,4856.5,3631.75,1266.5,102.75,1.0584426151474722,0.08069539984662745,66.0,699474.75,6.0,30.0,740406.25,3.853023382710718,1133.75,0.772831745065319,0.6391683595862909,211.25
2021-08-31,20.8,1169.6,4857.0,3601.6,1217.6,121.6,1.0448812440537278,0.09935095889478296,72.8,690589.8,6.0,30.0,727484.0,4.054596804615109,1155.4,0.7536530670163561,0.5987299132944703,267.6
2021-09-30,21.75,1228.75,4686.0,3464.5,1201.25,154.0,1.0368061474226171,0.12647022895991877,70.75,719967.75,6.25,30.5,713718.75,3.965186207434132,1112.0,0.7379945449204449,0.5583656623335513,223.25
2021-10-31,25.75,972.75,4047.25,2914.25,1153.25,156.75,1.0380939859778153,0.13545851248264146,73.75,703742.25,6.25,29.75,722500.0,3.5389062358907686,1023.75,0.7528206475768024,0.5561652560485759,196.25
2021-11-30,33.2,687.2,2956.0,2101.8,1006.2,133.4,1.0420824927772736,0.1335633484911629,57.0,702788.5,6.0,30.6,720900.0,2.9868715383704862,759.2,0.7378477697559878,0.5568603919918094,102.8
2021-12-31,47.25,355.25,1835.5,1306.5,810.0,102.5,1.0417008298098358,0.12674208202715842,40.75,706093.75,6.25,30.75,733665.0,2.246054892026104,453.5,0.7760109611018029,0.5286188351671399,32.0
2022-01-31,19.0,720.8,1936.0,1283.8,519.0,55.2,1.0520915488391573,0.10487210129019071,31.0,743790.0,6.0,31.0,710967.7,3.839348221042146,591.0,0.8390067842594613,0.5596113084002434,45.4
2022-02-28,9.25,1024.75,2511.75,1572.5,743.75,33.5,1.0941778211685254,0.04703184398015843,28.75,784481.25,5.0,28.0,766437.5,3.5095717958299706,893.5,0.9277854543947311,0.6689931204201491,44.5
2022-03-31,9.5,1195.5,3052.25,1958.75,968.5,31.75,1.1115298355141274,0.032976623510597526,30.75,793736.25,5.0,27.75,823438.25,3.1531621532063063,1053.75,0.9133643249951298,0.7359476153508091,68.25
2022-04-30,10.25,1335.25,3704.25,2602.75,1067.0,46.25,1.1009829505418889,0.04297087945037745,42.5,834475.0,5.0,28.625,846237.5,3.4847442256701755,1051.75,0.8913150853921482,0.7391232646855085,142.5
2022-05-31,13.6,1447.6,5177.6,4075.0,1079.2,64.2,1.0686566573669967,0.059255657604737055,87.2,807779.8,5.0,28.6,851816.0,4.8076197065266175,1009.6,0.812160996675462,0.669145661630048,362.6
2022-06-30,21.25,1251.0,6665.5,5691.75,1017.75,132.0,1.025109687406068,0.12885591838244936,142.5,787447.125,6.25,29.25,809218.375,6.59109976726722,824.25,0.6661285253677771,0.4951875169835832,633.5
2022-07-31,30.0,1176.0,7533.75,6553.0,821.75,181.75,1.0031540746313266,0.21877967375964308,172.25,785368.625,8.25,29.25,787000.0,9.266423538011837,788.0,0.5155291240429667,0.3467986098445758,752.5
2022-08-31,37.6,848.4,7324.4,6343.8,816.6,253.4,0.9899804107628978,0.30805526984354603,163.4,752501.4,14.4,28.8,773178.0,9.222774424470234,769.6,0.4507930265332159,0.25019768308320106,631.8
2022-09-30,44.0,909.25,7042.25,6184.75,802.5,291.5,0.9875499999446661,0.3627739193864481,172.75,776874.875,19.75,29.75,757500.0,8.864512052149523,618.5,0.5064718542487918,0.21059951715010627,700.25
2022-10-31,46.0,662.6,6712.2,5942.4,666.2,237.8,0.9851422557201923,0.3580200509472286,195.0,730627.6,18.6,29.0,754000.0,10.1398776593172,504.0,0.4526531017209763,0.20393520570174734,667.6
2022-11-30,56.0,383.25,5636.75,5004.75,569.75,221.25,0.9796452201490492,0.39023338232086163,206.5,713247.5,22.75,29.5,735500.0,10.27275416222166,362.5,0.37380042898392757,0.18538522897111326,367.5
2022-12-31,71.0,207.25,4352.5,3845.75,481.0,211.0,0.9789786456634211,0.43753842978370117,163.75,706038.625,29.25,29.75,701250.0,9.085219548905425,275.25,0.3406609665973175,0.17018616692895916,185.0
2023-01-31,72.0,495.6,3767.2,3178.4,343.8,141.2,0.9804105786089121,0.41136810251462463,70.6,748325.0,37.3,30.7,715875.0,11.15440288435905,389.4,0.538984644219075,0.17214291684191865,204.4
2023-02-28,43.75,603.25,3385.75,2757.75,575.25,179.25,0.9939178723506675,0.31702188014633126,44.5,757492.5,25.25,28.5,716831.25,6.072229073719508,480.75,0.6936163399537102,0.27017967553388006,152.0
2023-03-31,31.5,744.75,3596.25,2891.75,609.25,133.0,1.0018096603608608,0.22059956932430452,52.75,791231.25,10.0,28.25,743437.5,5.93244879776962,595.75,0.7396713885812722,0.3357219556143541,170.75
2023-04-30,30.5,781.5,3732.0,2995.25,657.25,110.5,1.0091795987364423,0.1708326660446441,40.75,784618.75,6.0,28.0,766000.0,5.742897107009101,655.5,0.7130315994943468,0.3983093719030312,161.5
2023-05-31,28.4,888.8,4166.8,3388.2,677.6,98.8,1.0143379927275693,0.14614827528680313,57.6,795885.0,6.0,28.2,799345.0,6.189247187766492,691.0,0.7447648021467124,0.4536355663575321,221.8
2023-06-30,30.25,809.75,4496.0,3673.75,756.5,115.5,1.0119745779792155,0.15155776766536375,77.0,798455.625,6.25,28.75,797993.75,6.054479038386837,707.75,0.6737573165602981,0.43142155483655514,279.25
2023-07-31,32.6,809.2,4564.8,3834.2,669.4,120.4,1.0077933253229356,0.17883483331944444,71.0,778685.0,7.4,28.8,787856.7,6.864187813311638,629.8,0.6514592542784927,0.3982636714557754,277.4
2023-08-31,36.25,663.5,4651.0,3969.0,698.25,124.75,1.0040519549323663,0.1783668665787027,77.75,773182.625,7.25,28.25,780625.0,6.683772728420884,569.5,0.6286329202851928,0.38722414678005895,290.5
